CommodityGroup,Commodity,Market,Variety,Grade,Model
Vegetables,Green Ginger,HASSAN,Green Ginger,Average,Ashok.BaggedETS.BaggedETSv2
Vegetables,Green Ginger,HIREKERUR,Green Ginger,Average,Jasma1.1.ETSv1
Vegetables,Green Ginger,MUDIGERE,Green Ginger,Average,Ashok2.2.ETSv2
Vegetables,Green Ginger,MYSURU,Green Ginger,Average,Jasma1.2.ETSv2
Vegetables,Green Ginger,NANJANGUD,Green Ginger,Average,Jasma6.1.BaggedETSv1
Vegetables,Green Ginger,PERIYAPATNA,Green Ginger,Average,Ashok5.1.StructTSv1
Vegetables,Green Ginger,RAMANAGARA,Green Ginger,Average,Jasma6.1.BaggedETSv1
Vegetables,Green Ginger,SANTHESARGUR,Green Ginger,Average,Ashok1.4ETSv4
Vegetables,Green Ginger,SOMWARPET,Green Ginger,Average,Ashok1.4ETSv4
Vegetables,Green Ginger,SRIRANGAPATNA,Green Ginger,Average,Jasma1.1.ETSv1
Vegetables,Green Ginger,TARIKERE,Green Ginger,Average,Ashok5.1.StructTSv1
Vegetables,Knool Khol,BINNY MILL (F&V),Knool Khol,Average,Jasma1.2.ETSv2
Vegetables,Knool Khol,CHICKBALLAPUR,Knool Khol,Average,Ashok5.1.StructTSv1
Vegetables,Knool Khol,CHIKKAMAGALURU,Knool Khol,Average,Jasma1.4.ETSv4
Vegetables,Knool Khol,DODDABALLAPUR,Knool Khol,Average,Jasma1.4.ETSv4
Vegetables,Knool Khol,KOLAR,Knool Khol,Average,Jasma3.1.ARFIMAv1
Vegetables,Knool Khol,RAMANAGARA,Knool Khol,Average,Jasma1.2.ETSv2
Vegetables,Ladies Finger,BINNY MILL (F&V),Ladies Finger,Average,Jasma1.3.ETSv3
Vegetables,Ladies Finger,CHANNAPATNA,Ladies Finger,Average,Ashok5.1.StructTSv1
Vegetables,Ladies Finger,CHIKKAMAGALURU,Ladies Finger,Average,Ashok3.1ARFIMAV1
Vegetables,Ladies Finger,DODDABALLAPUR,Ladies Finger,Average,Jasma1.4.ETSv4
Vegetables,Ladies Finger,MYSURU,Ladies Finger,Average,Ashok2.1.ETSv1
Vegetables,Ladies Finger,RAMANAGARA,Ladies Finger,Average,Ashok5.1.StructTSv1
Vegetables,Lime (Lemon),BINNY MILL (F&V),Lime (Lemon),Average,Ashok5.1.StructTSv1
Vegetables,Lime (Lemon),VIJAYAPURA,Lime (Lemon),Average,Ashok5.1.StructTSv1
Vegetables,Onion,BELAGAVI,Pusa-Red,Average,Jasma1.2.ETSv2
Vegetables,Onion,BELAGAVI,White,Average,Ashok.BaggedETS.BaggedModelv1
Vegetables,Onion,BENGALURU,Local,Average,Ashok1.1BATSv1
Vegetables,Onion,BENGALURU,Puna,Average,Ashok1.1BATSv1
Vegetables,Onion,CHICKBALLAPUR,Bellary Red,Average,Ashok3.1.BaggedModelv1
Vegetables,Onion,CHIKKAMAGALURU,Other,Average,Jasma5.1.BaggedModelv1
Vegetables,Onion,DAVANAGERE,Onion,Average,Jasma3.1.ARFIMAv1
Vegetables,Onion,GADAG,Onion,Average,Jasma1.1.ETSv1
Vegetables,Onion,HASSAN,Other,Average,Jasma1.2.ETSv2
Vegetables,Onion,HUBBALLI,Local,Average,Jasma1.2.ETSv2
Vegetables,Onion,HUBBALLI,Puna,Average,Jasma2.1BATSv1
Vegetables,Onion,HUBBALLI,Telagi,Average,Jasma1.4.ETSv4
Vegetables,Onion,MYSURU,Other,Average,Ashok3.1.BaggedModelv1
Vegetables,Onion,RAICHUR,Onion,Average,Jasma1.4.ETSv4
Vegetables,Onion,TUMAKURU,Other,Average,Ashok.BaggedETS.BaggedETSv2
Vegetables,Onion,VIJAYAPURA,Onion,Average,Jasma1.2.ETSv2
Vegetables,Peas Wet,BINNY MILL (F&V),Peas Wet,Average,Jasma3.1.ARFIMAv1
Vegetables,Potato,BELAGAVI,Local,Average,Jasma1.2.ETSv2
Vegetables,Potato,BENGALURU,Local,Average,Ashok1.1BATSv1
Vegetables,Potato,BENGALURU,Potato,Average,Ashok1.1BATSv1
Vegetables,Potato,CHICKBALLAPUR,Local,Average,Ashok3.1ARFIMAV1
Vegetables,Potato,CHIKKAMAGALURU,Other,Average,Ashok1.4ETSv4
Vegetables,Potato,HASSAN,Potato,Average,Ashok5.1.StructTSv1
Vegetables,Potato,HOSAPETE,Potato,Average,Ashok3.1ARFIMAV1
Vegetables,Potato,HUBBALLI,Local,Average,Jasma1.3.ETSv3
Vegetables,Potato,HUBBALLI,Other,Average,Jasma1.3.ETSv3
Vegetables,Potato,HUBBALLI,Potato,Average,Ashok5.1.StructTSv1
Vegetables,Potato,MALUR,Potato,Average,Ashok2.1.ETSv1
Vegetables,Potato,MYSURU,Potato,Average,Ashok.BaggedETS.BaggedModelv1
Vegetables,Raddish,BANGARPET,Raddish,Average,Jasma1.2.ETSv2
Vegetables,Raddish,BINNY MILL (F&V),Raddish,Average,Jasma2.1BATSv1
Vegetables,Raddish,CHANNAPATNA,Raddish,Average,Jasma1.3.ETSv3
Vegetables,Raddish,CHICKBALLAPUR,Raddish,Average,Ashok2.2.ETSv2
Vegetables,Raddish,CHIKKAMAGALURU,Raddish,Average,Ashok2.2.ETSv2
Vegetables,Raddish,DODDABALLAPUR,Raddish,Average,Ashok5.1.StructTSv1
Vegetables,Raddish,KOLAR,Raddish,Average,Jasma1.2.ETSv2
Vegetables,Raddish,RAMANAGARA,Raddish,Average,Ashok2.2.ETSv2
Vegetables,Ridgeguard,BANGARPET,Ridgeguard,Average,Ashok2.1.ETSv1
Vegetables,Ridgeguard,BINNY MILL (F&V),Ridgeguard,Average,Jasma1.2.ETSv2
Vegetables,Ridgeguard,CHANNAPATNA,Ridgeguard,Average,Ashok5.1.StructTSv1
Vegetables,Ridgeguard,CHICKBALLAPUR,Ridgeguard,Average,Jasma2.1BATSv1
Vegetables,Ridgeguard,CHIKKAMAGALURU,Ridgeguard,Average,Jasma1.2.ETSv2
Vegetables,Ridgeguard,DODDABALLAPUR,Ridgeguard,Average,Ashok1.4ETSv4
Vegetables,Ridgeguard,KOLAR,Ridgeguard,Average,Ashok4.1.BaggedETSv1
Vegetables,Ridgeguard,MYSURU,Ridgeguard,Average,Jasma2.1BATSv1
Vegetables,Ridgeguard,RAMANAGARA,Ridgeguard,Average,Ashok2.2.ETSv2
Vegetables,Seemebadanekai,BINNY MILL (F&V),Seemebadanekai,Average,Ashok4.1.BaggedETSv1
Vegetables,Seemebadanekai,CHICKBALLAPUR,Seemebadanekai,Average,Jasma1.3.ETSv3
Vegetables,Seemebadanekai,MYSURU,Seemebadanekai,Average,Jasma1.3.ETSv3
Vegetables,Seemebadanekai,RAMANAGARA,Seemebadanekai,Average,Ashok1.1BATSv1
Vegetables,Snakeguard,BINNY MILL (F&V),Snakeguard,Average,Jasma1.2.ETSv2
Vegetables,Snakeguard,CHICKBALLAPUR,Snakeguard,Average,Jasma1.2.ETSv2
Vegetables,Snakeguard,MYSURU,Snakeguard,Average,Jasma1.2.ETSv2
Vegetables,Snakeguard,RAMANAGARA,Snakeguard,Average,Jasma1.2.ETSv2
Vegetables,Suvarnagadde,BINNY MILL (F&V),Suvarnagadde,Average,Jasma1.2.ETSv2
Vegetables,Suvarnagadde,MYSURU,Suvarnagadde,Average,Ashok3.1ARFIMAV1
Vegetables,Sweet Potato,BELAGAVI,Sweet Potato,Average,Jasma1.2.ETSv2
Vegetables,Sweet Potato,BINNY MILL (F&V),Sweet Potato,Average,Jasma1.3.ETSv3
Vegetables,Sweet Potato,SOMWARPET,Sweet Potato,Average,Ashok3.1ARFIMAV1
Vegetables,Sweet Pumpkin,BINNY MILL (F&V),Sweet Pumpkin,Average,Jasma1.4.ETSv4
Vegetables,Sweet Pumpkin,K.R.PET,Sweet Pumpkin,Average,Ashok1.4ETSv4
Vegetables,Sweet Pumpkin,MYSURU,Sweet Pumpkin,Average,Jasma1.2.ETSv2
Vegetables,Thondekai,BINNY MILL (F&V),Thondekai,Average,Jasma3.1.ARFIMAv1
Vegetables,Thondekai,CHICKBALLAPUR,Thondekai,Average,Jasma1.3.ETSv3
Vegetables,Thondekai,MYSURU,Thondekai,Average,Ashok2.2.ETSv2
Vegetables,Tomato,BAGEPALLI,Tomato,Average,Ashok1.1BATSv1
Vegetables,Tomato,BANGARPET,Tomato,Average,Jasma2.1BATSv1
Vegetables,Tomato,BINNY MILL (F&V),Tomato,Average,Jasma1.2.ETSv2
Vegetables,Tomato,CHANNAPATNA,Tomato,Average,Jasma1.1.ETSv1
Vegetables,Tomato,CHICKBALLAPUR,Tomato,Average,Jasma1.1.ETSv1
Vegetables,Tomato,CHIKKAMAGALURU,Tomato,Average,Jasma6.1.BaggedETSv1
Vegetables,Tomato,CHINTAMANI,Tomato,Average,Ashok1.1BATSv1
Vegetables,Tomato,DAVANAGERE,Tomato,Average,Jasma1.2.ETSv2
Vegetables,Tomato,DODDABALLAPUR,Tomato,Average,Ashok.NNFor
Vegetables,Tomato,GUNDLUPET,Tomato,Average,Ashok2.1.ETSv1
Vegetables,Tomato,HASSAN,Tomato,Average,Jasma1.2.ETSv2
Vegetables,Tomato,KOLAR,Hybrid,Average,Jasma1.2.ETSv2
Vegetables,Tomato,KOLAR,Tomato,Average,Jasma3.1.ARFIMAv1
Vegetables,Tomato,MALUR,Tomato,Average,Ashok5.1.StructTSv1
Vegetables,Tomato,MULBAGAL,Tomato,Average,Jasma2.1BATSv1
Vegetables,Tomato,MYSURU,Tomato,Average,Jasma1.3.ETSv3
Vegetables,Tomato,RAMANAGARA,Tomato,Average,Ashok2.2.ETSv2
Vegetables,Tomato,SRINIVASPUR,Tomato,Average,Ashok1.1BATSv1
Vegetables,White Pumpkin,BINNY MILL (F&V),White Pumpkin,Average,Jasma1.4.ETSv4
